quid,model,response,similarity_to_centroid,pairwise_mean_micro,similarity_to_human_centroid,avg_centroid_similarity,avg_human_model_centroid_distance,questionnaire,question_type,model_domain
36,bloom-6B4-german-standard,4,0.69888955,0.30582935,0.36937267,0.6668309,0.35219195,patient_basic_history,combined,general
36,bloom-6B4-german-standard,5,0.75197184,0.30582935,0.3766893,0.6668309,0.35219195,patient_basic_history,combined,general
36,ministral-8B-standard,1,0.90294725,0.7396811,0.42129144,0.8898004,0.39129585,patient_basic_history,combined,general
36,ministral-8B-standard,2,0.9151628,0.7396811,0.33671096,0.8898004,0.39129585,patient_basic_history,combined,general
36,ministral-8B-standard,3,0.8382614,0.7396811,0.40608516,0.8898004,0.39129585,patient_basic_history,combined,general
36,ministral-8B-standard,4,0.920354,0.7396811,0.36045736,0.8898004,0.39129585,patient_basic_history,combined,general
36,ministral-8B-standard,5,0.8722769,0.7396811,0.43193424,0.8898004,0.39129585,patient_basic_history,combined,general
36,llama-3.3-70B-standard,1,0.92730206,0.7918476,0.32461283,0.91295034,0.37133676,patient_basic_history,combined,general
36,llama-3.3-70B-standard,2,0.9460628,0.7918476,0.35509408,0.91295034,0.37133676,patient_basic_history,combined,general
36,llama-3.3-70B-standard,3,0.8743371,0.7918476,0.39729977,0.91295034,0.37133676,patient_basic_history,combined,general
36,llama-3.3-70B-standard,4,0.9449553,0.7918476,0.33304396,0.91295034,0.37133676,patient_basic_history,combined,general
36,llama-3.3-70B-standard,5,0.872094,0.7918476,0.44663316,0.91295034,0.37133676,patient_basic_history,combined,general
36,llama-3.2-3B-standard,1,0.6192297,0.52248216,0.2165801,0.7861206,0.3047955,patient_basic_history,combined,general
36,llama-3.2-3B-standard,2,0.8517353,0.52248216,0.30964187,0.7861206,0.3047955,patient_basic_history,combined,general
36,llama-3.2-3B-standard,3,0.82634354,0.52248216,0.39591342,0.7861206,0.3047955,patient_basic_history,combined,general
36,llama-3.2-3B-standard,4,0.868724,0.52248216,0.28575385,0.7861206,0.3047955,patient_basic_history,combined,general
36,llama-3.2-3B-standard,5,0.7645708,0.52248216,0.3160882,0.7861206,0.3047955,patient_basic_history,combined,general
36,biogpt-medical,1,0.6657504,0.3768959,0.4346956,0.70817846,0.31437945,patient_basic_history,combined,biomedical
36,biogpt-medical,2,0.53847456,0.3768959,0.13145456,0.70817846,0.31437945,patient_basic_history,combined,biomedical
36,biogpt-medical,3,0.79496783,0.3768959,0.33893383,0.70817846,0.31437945,patient_basic_history,combined,biomedical
36,biogpt-medical,4,0.8318244,0.3768959,0.38723883,0.70817846,0.31437945,patient_basic_history,combined,biomedical
36,biogpt-medical,5,0.7098753,0.3768959,0.27957445,0.70817846,0.31437945,patient_basic_history,combined,biomedical
36,qwen2.5-7B-standard,1,0.79243475,0.52977407,0.41696635,0.7898223,0.45017228,patient_basic_history,combined,general
36,qwen2.5-7B-standard,2,0.773142,0.52977407,0.53785264,0.7898223,0.45017228,patient_basic_history,combined,general
36,qwen2.5-7B-standard,3,0.8331288,0.52977407,0.40918455,0.7898223,0.45017228,patient_basic_history,combined,general
36,qwen2.5-7B-standard,4,0.79511887,0.52977407,0.43310967,0.7898223,0.45017228,patient_basic_history,combined,general
36,qwen2.5-7B-standard,5,0.7552872,0.52977407,0.4537483,0.7898223,0.45017228,patient_basic_history,combined,general
36,biogpt-medtext-347M-medical,1,0.6860215,0.46239176,0.15958484,0.77252436,0.1976136,patient_basic_history,combined,biomedical
36,biogpt-medtext-347M-medical,2,0.83080006,0.46239176,0.22397606,0.77252436,0.1976136,patient_basic_history,combined,biomedical
36,biogpt-medtext-347M-medical,3,0.7562644,0.46239176,0.17895368,0.77252436,0.1976136,patient_basic_history,combined,biomedical
36,biogpt-medtext-347M-medical,4,0.8170115,0.46239176,0.22793981,0.77252436,0.1976136,patient_basic_history,combined,biomedical
36,R1-Qwen-8B-standard,1,0.8863341,0.61832446,0.291635,0.8334624,0.40056515,patient_basic_history,combined,general
36,R1-Qwen-8B-standard,2,0.88452905,0.61832446,0.38697296,0.8334624,0.40056515,patient_basic_history,combined,general
36,R1-Qwen-8B-standard,3,0.8742572,0.61832446,0.40909052,0.8334624,0.40056515,patient_basic_history,combined,general
36,R1-Qwen-8B-standard,4,0.7085749,0.61832446,0.5436633,0.8334624,0.40056515,patient_basic_history,combined,general
36,R1-Qwen-8B-standard,5,0.8136167,0.61832446,0.3714641,0.8334624,0.40056515,patient_basic_history,combined,general
36,Mistral-124B-large-standard,1,0.9352561,0.78246516,0.4005085,0.90883017,0.39470774,patient_basic_history,combined,general
36,Mistral-124B-large-standard,2,0.9341382,0.78246516,0.35015747,0.90883017,0.39470774,patient_basic_history,combined,general
36,Mistral-124B-large-standard,3,0.92136705,0.78246516,0.4040905,0.90883017,0.39470774,patient_basic_history,combined,general
36,Mistral-124B-large-standard,4,0.9617522,0.78246516,0.37044635,0.90883017,0.39470774,patient_basic_history,combined,general
36,Mistral-124B-large-standard,5,0.791637,0.78246516,0.44833583,0.90883017,0.39470774,patient_basic_history,combined,general
36,flanT5-base-medical,1,0.7385581,0.4225928,0.33483166,0.7335356,0.33137086,patient_basic_history,combined,biomedical
36,flanT5-base-medical,2,0.7339922,0.4225928,0.44424444,0.7335356,0.33137086,patient_basic_history,combined,biomedical
36,flanT5-base-medical,3,0.7701075,0.4225928,0.28659973,0.7335356,0.33137086,patient_basic_history,combined,biomedical
36,flanT5-base-medical,4,0.84159863,0.4225928,0.4755144,0.7335356,0.33137086,patient_basic_history,combined,biomedical
36,flanT5-base-medical,5,0.58342123,0.4225928,0.115663975,0.7335356,0.33137086,patient_basic_history,combined,biomedical
36,human,1,0.67669713,0.4042927,0.67669713,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,2,0.67669713,0.4042927,0.67669713,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,3,0.67669713,0.4042927,0.67669713,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,4,0.67669713,0.4042927,0.67669713,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,5,0.67669713,0.4042927,0.67669713,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,6,0.5643636,0.4042927,0.5643636,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,7,0.7751771,0.4042927,0.7751771,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,8,0.6809592,0.4042927,0.6809592,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,9,0.6904568,0.4042927,0.6904568,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,10,0.6606566,0.4042927,0.6606566,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,11,0.6235831,0.4042927,0.6235831,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,12,0.79426736,0.4042927,0.79426736,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,13,0.60897213,0.4042927,0.60897213,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,14,0.71423674,0.4042927,0.71423674,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,15,0.43994492,0.4042927,0.43994492,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,16,0.6346047,0.4042927,0.6346047,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,17,0.6289081,0.4042927,0.6289081,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,18,0.60751045,0.4042927,0.60751045,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,19,0.66527563,0.4042927,0.66527563,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,20,0.60265744,0.4042927,0.60265744,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,21,0.6643522,0.4042927,0.6643522,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,22,0.62524354,0.4042927,0.62524354,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,23,0.6691568,0.4042927,0.6691568,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,24,0.66051483,0.4042927,0.66051483,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,25,0.617957,0.4042927,0.617957,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,26,0.5934714,0.4042927,0.5934714,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,27,0.6792182,0.4042927,0.6792182,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,28,0.51794946,0.4042927,0.51794946,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,29,0.67669713,0.4042927,0.67669713,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,30,0.67669713,0.4042927,0.67669713,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,31,0.5630678,0.4042927,0.5630678,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,32,0.580051,0.4042927,0.580051,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,33,0.5322571,0.4042927,0.5322571,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,34,0.66196775,0.4042927,0.66196775,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,35,0.70611507,0.4042927,0.70611507,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,36,0.7712423,0.4042927,0.7712423,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,37,0.7131192,0.4042927,0.7131192,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,38,0.59266794,0.4042927,0.59266794,0.64774007,0.64774007,patient_basic_history,combined,human
36,human,39,0.685058,0.4042927,0.685058,0.64774007,0.64774007,patient_basic_history,combined,human
36,flanT5-base-standard,1,0.9038428,0.5601468,0.48142087,0.8050574,0.41996852,patient_basic_history,combined,general
36,flanT5-base-standard,2,0.85161465,0.5601468,0.48608035,0.8050574,0.41996852,patient_basic_history,combined,general
36,flanT5-base-standard,3,0.66361225,0.5601468,0.31782177,0.8050574,0.41996852,patient_basic_history,combined,general
36,flanT5-base-standard,4,0.8862176,0.5601468,0.5128646,0.8050574,0.41996852,patient_basic_history,combined,general
36,flanT5-base-standard,5,0.7199998,0.5601468,0.30165482,0.8050574,0.41996852,patient_basic_history,combined,general
36,gemma3-4B-standard,1,0.87796295,0.8033042,0.7213005,0.93213177,0.6907727,patient_basic_history,combined,general
36,gemma3-4B-standard,2,0.9566971,0.8033042,0.67134917,0.93213177,0.6907727,patient_basic_history,combined,general
36,gemma3-4B-standard,3,0.9617351,0.8033042,0.67966855,0.93213177,0.6907727,patient_basic_history,combined,general
36,llama-3.2-1B-medical,1,0.4930722,0.38743144,0.5287022,0.7141044,0.45010442,patient_basic_history,combined,biomedical
36,llama-3.2-1B-medical,2,0.8392483,0.38743144,0.51113623,0.7141044,0.45010442,patient_basic_history,combined,biomedical
36,llama-3.2-1B-medical,3,0.5965507,0.38743144,0.2599213,0.7141044,0.45010442,patient_basic_history,combined,biomedical
36,llama-3.2-1B-medical,4,0.84542084,0.38743144,0.5087118,0.7141044,0.45010442,patient_basic_history,combined,biomedical
36,llama-3.2-1B-medical,5,0.7962301,0.38743144,0.44205055,0.7141044,0.45010442,patient_basic_history,combined,biomedical
36,llama-3.2-1B-standard,1,0.801471,0.32895643,0.41510165,0.6805624,0.31012264,patient_basic_history,combined,general
36,llama-3.2-1B-standard,2,0.7741332,0.32895643,0.17141178,0.6805624,0.31012264,patient_basic_history,combined,general
36,llama-3.2-1B-standard,3,0.70295787,0.32895643,0.17427275,0.6805624,0.31012264,patient_basic_history,combined,general
36,llama-3.2-1B-standard,4,0.5518213,0.32895643,0.21778522,0.6805624,0.31012264,patient_basic_history,combined,general
36,llama-3.2-1B-standard,5,0.57242864,0.32895643,0.57204175,0.6805624,0.31012264,patient_basic_history,combined,general
37,mistral-7B-standard,1,0.86747897,0.56379426,0.6658037,0.8068676,0.5843217,patient_basic_history,combined,general
37,mistral-7B-standard,2,0.85577416,0.56379426,0.5498667,0.8068676,0.5843217,patient_basic_history,combined,general
37,mistral-7B-standard,3,0.8020102,0.56379426,0.5408484,0.8068676,0.5843217,patient_basic_history,combined,general
37,mistral-7B-standard,4,0.7180438,0.56379426,0.49222448,0.8068676,0.5843217,patient_basic_history,combined,general
37,mistral-7B-standard,5,0.79103094,0.56379426,0.67286515,0.8068676,0.5843217,patient_basic_history,combined,general
37,mistral-7B-medical,1,0.82407415,0.42815256,0.3732142,0.736561,0.4191323,patient_basic_history,combined,biomedical
37,mistral-7B-medical,2,0.71914846,0.42815256,0.3606553,0.736561,0.4191323,patient_basic_history,combined,biomedical
37,mistral-7B-medical,3,0.6781206,0.42815256,0.4145242,0.736561,0.4191323,patient_basic_history,combined,biomedical
37,mistral-7B-medical,4,0.73959416,0.42815256,0.38111985,0.736561,0.4191323,patient_basic_history,combined,biomedical
37,mistral-7B-medical,5,0.7218675,0.42815256,0.566148,0.736561,0.4191323,patient_basic_history,combined,biomedical
37,ministral-8B-standard,1,0.7584609,0.6660912,0.48171896,0.85608006,0.60983956,patient_basic_history,combined,general
37,ministral-8B-standard,2,0.8673568,0.6660912,0.62623113,0.85608006,0.60983956,patient_basic_history,combined,general
37,ministral-8B-standard,3,0.8545853,0.6660912,0.6207135,0.85608006,0.60983956,patient_basic_history,combined,general
37,ministral-8B-standard,4,0.91230106,0.6660912,0.644619,0.85608006,0.60983956,patient_basic_history,combined,general
37,ministral-8B-standard,5,0.8876961,0.6660912,0.6759151,0.85608006,0.60983956,patient_basic_history,combined,general
37,qwen2.5-7B-standard,1,0.89057404,0.7311542,0.6617754,0.885959,0.62552536,patient_basic_history,combined,general
37,qwen2.5-7B-standard,2,0.88422203,0.7311542,0.6448494,0.885959,0.62552536,patient_basic_history,combined,general
37,qwen2.5-7B-standard,3,0.9177867,0.7311542,0.6728421,0.885959,0.62552536,patient_basic_history,combined,general
37,qwen2.5-7B-standard,4,0.8946681,0.7311542,0.5959026,0.885959,0.62552536,patient_basic_history,combined,general
37,qwen2.5-7B-standard,5,0.8425445,0.7311542,0.55225736,0.885959,0.62552536,patient_basic_history,combined,general
37,phi-4-mini-standard,1,0.5469688,0.43487367,0.22827566,0.7402019,0.49600276,patient_basic_history,combined,general
37,phi-4-mini-standard,2,0.8267937,0.43487367,0.599388,0.7402019,0.49600276,patient_basic_history,combined,general
37,phi-4-mini-standard,3,0.733721,0.43487367,0.5373187,0.7402019,0.49600276,patient_basic_history,combined,general
37,phi-4-mini-standard,4,0.83518624,0.43487367,0.65773284,0.7402019,0.49600276,patient_basic_history,combined,general
37,phi-4-mini-standard,5,0.75833994,0.43487367,0.4572987,0.7402019,0.49600276,patient_basic_history,combined,general
37,human,1,0.61041737,0.38025042,0.61041737,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,2,0.5924828,0.38025042,0.5924828,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,3,0.35806286,0.38025042,0.35806286,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,4,0.7683681,0.38025042,0.7683681,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,5,0.7683681,0.38025042,0.7683681,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,6,0.77649933,0.38025042,0.77649933,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,7,0.69771206,0.38025042,0.69771206,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,8,0.504959,0.38025042,0.504959,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,9,0.6497266,0.38025042,0.6497266,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,10,0.6612623,0.38025042,0.6612623,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,11,0.6612623,0.38025042,0.6612623,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,12,0.6113999,0.38025042,0.6113999,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,13,0.661276,0.38025042,0.661276,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,14,0.44985488,0.38025042,0.44985488,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,15,0.465454,0.38025042,0.465454,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,16,0.7389214,0.38025042,0.7389214,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,17,0.7997848,0.38025042,0.7997848,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,18,0.6781268,0.38025042,0.6781268,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,19,0.7683681,0.38025042,0.7683681,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,20,0.7683681,0.38025042,0.7683681,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,21,0.60586107,0.38025042,0.60586107,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,22,0.622928,0.38025042,0.622928,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,23,0.6808034,0.38025042,0.6808034,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,24,0.7152395,0.38025042,0.7152395,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,25,0.72128415,0.38025042,0.72128415,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,26,0.6528924,0.38025042,0.6528924,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,27,0.669736,0.38025042,0.669736,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,28,0.52435243,0.38025042,0.52435243,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,29,0.7236973,0.38025042,0.7236973,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,30,0.5428562,0.38025042,0.5428562,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,31,0.460931,0.38025042,0.460931,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,32,0.54542446,0.38025042,0.54542446,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,33,0.70328885,0.38025042,0.70328885,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,34,0.60914415,0.38025042,0.60914415,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,35,0.4399018,0.38025042,0.4399018,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,36,0.67905915,0.38025042,0.67905915,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,37,0.66988516,0.38025042,0.66988516,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,38,0.5343472,0.38025042,0.5343472,0.6293977,0.6293977,patient_basic_history,combined,human
37,human,39,0.45420182,0.38025042,0.45420182,0.6293977,0.6293977,patient_basic_history,combined,human
37,qwen2.5-7B-medical,1,0.9285052,0.7370993,0.5767836,0.8886391,0.5141927,patient_basic_history,combined,biomedical
37,qwen2.5-7B-medical,2,0.94003224,0.7370993,0.5013276,0.8886391,0.5141927,patient_basic_history,combined,biomedical
37,qwen2.5-7B-medical,3,0.86521614,0.7370993,0.4901079,0.8886391,0.5141927,patient_basic_history,combined,biomedical
37,qwen2.5-7B-medical,4,0.87792397,0.7370993,0.54433227,0.8886391,0.5141927,patient_basic_history,combined,biomedical
37,qwen2.5-7B-medical,5,0.83151764,0.7370993,0.45841247,0.8886391,0.5141927,patient_basic_history,combined,biomedical
37,llama-3.3-70B-standard,1,0.92723477,0.7848772,0.4500752,0.909891,0.48009115,patient_basic_history,combined,general
37,llama-3.3-70B-standard,2,0.9271085,0.7848772,0.4517947,0.909891,0.48009115,patient_basic_history,combined,general
37,llama-3.3-70B-standard,3,0.8883926,0.7848772,0.52149236,0.909891,0.48009115,patient_basic_history,combined,general
37,llama-3.3-70B-standard,4,0.86990905,0.7848772,0.50103617,0.909891,0.48009115,patient_basic_history,combined,general
37,llama-3.3-70B-standard,5,0.93681026,0.7848772,0.47605735,0.909891,0.48009115,patient_basic_history,combined,general
37,bloom-6B4-german-standard,1,0.32639533,0.24510758,0.16116217,0.6293537,0.3060376,patient_basic_history,combined,general
37,bloom-6B4-german-standard,2,0.8164226,0.24510758,0.5237913,0.6293537,0.3060376,patient_basic_history,combined,general
37,bloom-6B4-german-standard,3,0.62176627,0.24510758,0.14551215,0.6293537,0.3060376,patient_basic_history,combined,general
37,bloom-6B4-german-standard,4,0.68420017,0.24510758,0.31529278,0.6293537,0.3060376,patient_basic_history,combined,general
37,bloom-6B4-german-standard,5,0.69798434,0.24510758,0.38442975,0.6293537,0.3060376,patient_basic_history,combined,general
37,biogpt-medtext-347M-medical,1,0.85689545,0.50066644,0.3200823,0.8167688,0.33122453,patient_basic_history,combined,biomedical
37,biogpt-medtext-347M-medical,2,0.774662,0.50066644,0.4480816,0.8167688,0.33122453,patient_basic_history,combined,biomedical
37,biogpt-medtext-347M-medical,3,0.81874883,0.50066644,0.22550964,0.8167688,0.33122453,patient_basic_history,combined,biomedical
37,biogpt-medical,1,0.7059753,0.34885985,0.30175173,0.69216186,0.33440807,patient_basic_history,combined,biomedical
37,biogpt-medical,2,0.8280134,0.34885985,0.5275322,0.69216186,0.33440807,patient_basic_history,combined,biomedical
37,biogpt-medical,3,0.63352484,0.34885985,0.27406833,0.69216186,0.33440807,patient_basic_history,combined,biomedical
37,biogpt-medical,4,0.70369685,0.34885985,0.20346324,0.69216186,0.33440807,patient_basic_history,combined,biomedical
37,biogpt-medical,5,0.5895986,0.34885985,0.3652248,0.69216186,0.33440807,patient_basic_history,combined,biomedical
37,R1-Qwen-8B-standard,1,0.81654596,0.36583468,0.4352376,0.701903,0.37891698,patient_basic_history,combined,general
37,R1-Qwen-8B-standard,2,0.59838927,0.36583468,0.35618353,0.701903,0.37891698,patient_basic_history,combined,general
37,R1-Qwen-8B-standard,3,0.6441961,0.36583468,0.3968482,0.701903,0.37891698,patient_basic_history,combined,general
37,R1-Qwen-8B-standard,4,0.74545646,0.36583468,0.40358955,0.701903,0.37891698,patient_basic_history,combined,general
37,R1-Qwen-8B-standard,5,0.70492697,0.36583468,0.30272597,0.701903,0.37891698,patient_basic_history,combined,general
37,Mistral-124B-large-standard,1,0.95073676,0.7922329,0.65801847,0.91311896,0.5550803,patient_basic_history,combined,general
37,Mistral-124B-large-standard,2,0.8974492,0.7922329,0.5781884,0.91311896,0.5550803,patient_basic_history,combined,general
37,Mistral-124B-large-standard,3,0.8577659,0.7922329,0.439893,0.91311896,0.5550803,patient_basic_history,combined,general
37,Mistral-124B-large-standard,4,0.95073676,0.7922329,0.55059975,0.91311896,0.5550803,patient_basic_history,combined,general
37,Mistral-124B-large-standard,5,0.90890604,0.7922329,0.5487017,0.91311896,0.5550803,patient_basic_history,combined,general
37,flanT5-base-medical,1,0.75045705,0.4027186,0.5371195,0.7226167,0.47259745,patient_basic_history,combined,biomedical
37,flanT5-base-medical,2,0.82638776,0.4027186,0.5492749,0.7226167,0.47259745,patient_basic_history,combined,biomedical
37,flanT5-base-medical,3,0.6856276,0.4027186,0.4529863,0.7226167,0.47259745,patient_basic_history,combined,biomedical
37,flanT5-base-medical,4,0.68997514,0.4027186,0.50442165,0.7226167,0.47259745,patient_basic_history,combined,biomedical
37,flanT5-base-medical,5,0.6606358,0.4027186,0.31918475,0.7226167,0.47259745,patient_basic_history,combined,biomedical
37,llama-3.2-3B-standard,1,0.82980484,0.57773644,0.45292372,0.8137501,0.42224535,patient_basic_history,combined,general
37,llama-3.2-3B-standard,2,0.8450748,0.57773644,0.43674815,0.8137501,0.42224535,patient_basic_history,combined,general
37,llama-3.2-3B-standard,3,0.85130715,0.57773644,0.5048871,0.8137501,0.42224535,patient_basic_history,combined,general
37,llama-3.2-3B-standard,4,0.75352925,0.57773644,0.2589664,0.8137501,0.42224535,patient_basic_history,combined,general
37,llama-3.2-3B-standard,5,0.78903437,0.57773644,0.45770144,0.8137501,0.42224535,patient_basic_history,combined,general
37,llama-3.2-1B-standard,1,0.76825094,0.48273197,0.43026647,0.76562756,0.28517404,patient_basic_history,combined,general
37,llama-3.2-1B-standard,2,0.7280277,0.48273197,0.13855404,0.76562756,0.28517404,patient_basic_history,combined,general
37,llama-3.2-1B-standard,3,0.8308125,0.48273197,0.2936546,0.76562756,0.28517404,patient_basic_history,combined,general
37,llama-3.2-1B-standard,4,0.7203675,0.48273197,0.21609974,0.76562756,0.28517404,patient_basic_history,combined,general
37,llama-3.2-1B-standard,5,0.7806792,0.48273197,0.34729537,0.76562756,0.28517404,patient_basic_history,combined,general
37,llama-3.2-1B-medical,1,0.8855661,0.5850965,0.49436587,0.8173599,0.4997859,patient_basic_history,combined,biomedical
37,llama-3.2-1B-medical,2,0.89352924,0.5850965,0.6587969,0.8173599,0.4997859,patient_basic_history,combined,biomedical
37,llama-3.2-1B-medical,3,0.8538296,0.5850965,0.4323005,0.8173599,0.4997859,patient_basic_history,combined,biomedical
37,llama-3.2-1B-medical,4,0.87552226,0.5850965,0.46840858,0.8173599,0.4997859,patient_basic_history,combined,biomedical
37,llama-3.2-1B-medical,5,0.5783522,0.5850965,0.4450575,0.8173599,0.4997859,patient_basic_history,combined,biomedical
37,gemma3-4B-standard,1,0.95312417,0.8168911,0.5494044,0.9531241,0.5715956,patient_basic_history,combined,general
37,gemma3-4B-standard,2,0.95312405,0.8168911,0.59378684,0.9531241,0.5715956,patient_basic_history,combined,general
37,flanT5-base-standard,1,0.8174174,0.52974117,0.56339306,0.7898056,0.39038974,patient_basic_history,combined,general
37,flanT5-base-standard,2,0.75420076,0.52974117,0.26406023,0.7898056,0.39038974,patient_basic_history,combined,general
37,flanT5-base-standard,3,0.82097805,0.52974117,0.44347697,0.7898056,0.39038974,patient_basic_history,combined,general
37,flanT5-base-standard,4,0.69003487,0.52974117,0.30848265,0.7898056,0.39038974,patient_basic_history,combined,general
37,flanT5-base-standard,5,0.866397,0.52974117,0.37253577,0.7898056,0.39038974,patient_basic_history,combined,general
38,flanT5-base-medical,1,0.6433622,0.43184137,0.42362726,0.7385615,0.4047022,patient_basic_history,pq,biomedical
38,flanT5-base-medical,2,0.60415196,0.43184137,0.33937174,0.7385615,0.4047022,patient_basic_history,pq,biomedical
38,flanT5-base-medical,3,0.7415645,0.43184137,0.4168686,0.7385615,0.4047022,patient_basic_history,pq,biomedical
38,flanT5-base-medical,4,0.85043025,0.43184137,0.4106222,0.7385615,0.4047022,patient_basic_history,pq,biomedical
38,flanT5-base-medical,5,0.8532984,0.43184137,0.43302104,0.7385615,0.4047022,patient_basic_history,pq,biomedical
38,biogpt-medtext-347M-medical,1,0.71358,0.45280686,0.43222955,0.74983037,0.30432063,patient_basic_history,pq,biomedical
38,biogpt-medtext-347M-medical,2,0.8422197,0.45280686,0.4559731,0.74983037,0.30432063,patient_basic_history,pq,biomedical
38,biogpt-medtext-347M-medical,3,0.7559753,0.45280686,0.23233877,0.74983037,0.30432063,patient_basic_history,pq,biomedical
38,biogpt-medtext-347M-medical,4,0.7100184,0.45280686,0.12162388,0.74983037,0.30432063,patient_basic_history,pq,biomedical
38,biogpt-medtext-347M-medical,5,0.7273583,0.45280686,0.2794378,0.74983037,0.30432063,patient_basic_history,pq,biomedical
38,bloom-6B4-german-standard,1,0.6684258,0.25890374,0.2335678,0.638062,0.24897389,patient_basic_history,pq,general
38,bloom-6B4-german-standard,2,0.66136205,0.25890374,0.21437657,0.638062,0.24897389,patient_basic_history,pq,general
38,bloom-6B4-german-standard,3,0.65629137,0.25890374,0.3218791,0.638062,0.24897389,patient_basic_history,pq,general
38,bloom-6B4-german-standard,4,0.5923256,0.25890374,0.30793566,0.638062,0.24897389,patient_basic_history,pq,general
38,bloom-6B4-german-standard,5,0.611905,0.25890374,0.16711046,0.638062,0.24897389,patient_basic_history,pq,general
38,flanT5-base-standard,1,0.6494957,0.22056834,0.19272082,0.61355907,0.28224322,patient_basic_history,pq,general
38,flanT5-base-standard,2,0.6979965,0.22056834,0.3946692,0.61355907,0.28224322,patient_basic_history,pq,general
38,flanT5-base-standard,3,0.6470298,0.22056834,0.28096032,0.61355907,0.28224322,patient_basic_history,pq,general
38,flanT5-base-standard,4,0.51162887,0.22056834,0.16208015,0.61355907,0.28224322,patient_basic_history,pq,general
38,flanT5-base-standard,5,0.5616442,0.22056834,0.38078573,0.61355907,0.28224322,patient_basic_history,pq,general
