question_id,model_1,model_2,mean_pairwise_similarity,mean_centroid_comparison,questionnaire,question_type,model_domain
22,flanT5-base-medical,llama-3.3-70B-standard,0.13033386,0.18197146,eortc_qlq_30,pq,biomedical
22,flanT5-base-medical,ministral-8B-standard,0.12494705,0.18617648,eortc_qlq_30,pq,biomedical
22,qwen2.5-7B-standard,bloom-6B4-german-standard,0.18824208,0.34803796,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,flanT5-base-standard,0.11998162,0.1844501,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,gemma3-4B-standard,0.4173452,0.7043234,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,llama-3.2-1B-medical,0.3113828,0.5717104,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,biogpt-medtext-347M-medical,0.10362692,0.1571427,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,Mistral-124B-large-standard,0.65411,0.9340143,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,R1-Qwen-8B-standard,0.4007153,0.7261301,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,biogpt-medical,0.10727555,0.18502483,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,llama-3.2-1B-standard,0.2395089,0.41769135,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,mistral-7B-medical,0.30098155,0.6012609,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,mistral-7B-standard,0.3215697,0.5125433,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,phi-4-mini-standard,0.4562188,0.80494606,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,qwen2.5-7B-medical,0.66065145,0.88504714,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,llama-3.2-3B-standard,0.44956765,0.70574105,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,llama-3.3-70B-standard,0.7113885,0.9341186,eortc_qlq_30,pq,general
22,qwen2.5-7B-standard,ministral-8B-standard,0.66017175,0.9251344,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,flanT5-base-standard,0.3074484,0.5965922,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,gemma3-4B-standard,0.2072828,0.4415512,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,llama-3.2-1B-medical,0.24467306,0.56703365,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,biogpt-medtext-347M-medical,0.22281154,0.42648175,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,Mistral-124B-large-standard,0.1797182,0.32391864,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,R1-Qwen-8B-standard,0.24804102,0.5673398,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,biogpt-medical,0.22524983,0.4903824,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,llama-3.2-1B-standard,0.3218029,0.7083778,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,mistral-7B-medical,0.19137907,0.4825682,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,mistral-7B-standard,0.3884116,0.7814276,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,phi-4-mini-standard,0.24857154,0.55358744,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,qwen2.5-7B-medical,0.14984958,0.25339067,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,llama-3.2-3B-standard,0.32017875,0.6344304,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,llama-3.3-70B-standard,0.17026077,0.282196,eortc_qlq_30,pq,general
22,bloom-6B4-german-standard,ministral-8B-standard,0.19216233,0.33990487,eortc_qlq_30,pq,general
22,flanT5-base-standard,gemma3-4B-standard,0.0799849,0.14167076,eortc_qlq_30,pq,general
22,flanT5-base-standard,llama-3.2-1B-medical,0.29913607,0.57642895,eortc_qlq_30,pq,general
22,flanT5-base-standard,biogpt-medtext-347M-medical,0.11902555,0.1894337,eortc_qlq_30,pq,general
22,flanT5-base-standard,Mistral-124B-large-standard,0.117255904,0.17572474,eortc_qlq_30,pq,general
22,flanT5-base-standard,R1-Qwen-8B-standard,0.27038535,0.5142296,eortc_qlq_30,pq,general
22,flanT5-base-standard,biogpt-medical,0.22497356,0.4072453,eortc_qlq_30,pq,general
22,flanT5-base-standard,llama-3.2-1B-standard,0.33050713,0.6049369,eortc_qlq_30,pq,general
22,flanT5-base-standard,mistral-7B-medical,0.19564167,0.4101851,eortc_qlq_30,pq,general
22,flanT5-base-standard,mistral-7B-standard,0.31048587,0.519389,eortc_qlq_30,pq,general
22,flanT5-base-standard,phi-4-mini-standard,0.22204503,0.41117823,eortc_qlq_30,pq,general
22,flanT5-base-standard,qwen2.5-7B-medical,0.07996361,0.1124299,eortc_qlq_30,pq,general
22,flanT5-base-standard,llama-3.2-3B-standard,0.31080323,0.5120723,eortc_qlq_30,pq,general
22,flanT5-base-standard,llama-3.3-70B-standard,0.09880099,0.13616073,eortc_qlq_30,pq,general
22,flanT5-base-standard,ministral-8B-standard,0.13589731,0.19987305,eortc_qlq_30,pq,general
22,gemma3-4B-standard,llama-3.2-1B-medical,0.26560998,0.5618675,eortc_qlq_30,pq,general
22,gemma3-4B-standard,biogpt-medtext-347M-medical,0.23097664,0.40355024,eortc_qlq_30,pq,general
22,gemma3-4B-standard,Mistral-124B-large-standard,0.38798383,0.6382991,eortc_qlq_30,pq,general
22,gemma3-4B-standard,R1-Qwen-8B-standard,0.27780116,0.57999015,eortc_qlq_30,pq,general
22,gemma3-4B-standard,biogpt-medical,0.15943126,0.31681857,eortc_qlq_30,pq,general
22,gemma3-4B-standard,llama-3.2-1B-standard,0.25250253,0.5073498,eortc_qlq_30,pq,general
22,gemma3-4B-standard,mistral-7B-medical,0.25874043,0.5955186,eortc_qlq_30,pq,general
22,gemma3-4B-standard,mistral-7B-standard,0.33848512,0.6215885,eortc_qlq_30,pq,general
22,gemma3-4B-standard,phi-4-mini-standard,0.3236792,0.6579855,eortc_qlq_30,pq,general
22,gemma3-4B-standard,qwen2.5-7B-medical,0.36020696,0.5559734,eortc_qlq_30,pq,general
22,gemma3-4B-standard,llama-3.2-3B-standard,0.35088837,0.6346398,eortc_qlq_30,pq,general
22,gemma3-4B-standard,llama-3.3-70B-standard,0.43873823,0.6637562,eortc_qlq_30,pq,general
22,gemma3-4B-standard,ministral-8B-standard,0.37462494,0.6048568,eortc_qlq_30,pq,general
22,llama-3.2-1B-medical,biogpt-medtext-347M-medical,0.20394757,0.38766187,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,Mistral-124B-large-standard,0.3137875,0.5616311,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,R1-Qwen-8B-standard,0.279256,0.63429874,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,biogpt-medical,0.2133022,0.4611448,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,llama-3.2-1B-standard,0.29509732,0.6450776,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,mistral-7B-medical,0.24011528,0.60125077,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,mistral-7B-standard,0.31914937,0.6376205,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,phi-4-mini-standard,0.30143052,0.6666435,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,qwen2.5-7B-medical,0.2889442,0.4852,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,llama-3.2-3B-standard,0.3486437,0.6860329,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,llama-3.3-70B-standard,0.3038261,0.5000726,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-medical,ministral-8B-standard,0.29446432,0.51724154,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,Mistral-124B-large-standard,0.07879421,0.11647963,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,R1-Qwen-8B-standard,0.1273262,0.23886323,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,biogpt-medical,0.36731154,0.6558684,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,llama-3.2-1B-standard,0.28935125,0.52241075,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,mistral-7B-medical,0.14002867,0.28959623,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,mistral-7B-standard,0.27067798,0.4466438,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,phi-4-mini-standard,0.16847226,0.3077336,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,qwen2.5-7B-medical,0.08224525,0.1140664,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,llama-3.2-3B-standard,0.117204905,0.19047984,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,llama-3.3-70B-standard,0.07322099,0.09953679,eortc_qlq_30,pq,biomedical
22,biogpt-medtext-347M-medical,ministral-8B-standard,0.071886204,0.1042909,eortc_qlq_30,pq,biomedical
22,Mistral-124B-large-standard,R1-Qwen-8B-standard,0.38676277,0.68321466,eortc_qlq_30,pq,general
22,Mistral-124B-large-standard,biogpt-medical,0.087499015,0.14711817,eortc_qlq_30,pq,general
22,Mistral-124B-large-standard,llama-3.2-1B-standard,0.21933208,0.37288076,eortc_qlq_30,pq,general
22,Mistral-124B-large-standard,mistral-7B-medical,0.3031644,0.59038496,eortc_qlq_30,pq,general
22,Mistral-124B-large-standard,mistral-7B-standard,0.3105562,0.48253596,eortc_qlq_30,pq,general
22,Mistral-124B-large-standard,phi-4-mini-standard,0.44722554,0.7692265,eortc_qlq_30,pq,general
22,Mistral-124B-large-standard,qwen2.5-7B-medical,0.6373567,0.83235866,eortc_qlq_30,pq,general
22,Mistral-124B-large-standard,llama-3.2-3B-standard,0.46457565,0.7109529,eortc_qlq_30,pq,general
22,Mistral-124B-large-standard,llama-3.3-70B-standard,0.7252402,0.9283483,eortc_qlq_30,pq,general
22,Mistral-124B-large-standard,ministral-8B-standard,0.66816926,0.91278493,eortc_qlq_30,pq,general
22,R1-Qwen-8B-standard,biogpt-medical,0.16245285,0.3466302,eortc_qlq_30,pq,general
22,R1-Qwen-8B-standard,llama-3.2-1B-standard,0.29203793,0.6300613,eortc_qlq_30,pq,general
22,R1-Qwen-8B-standard,mistral-7B-medical,0.29712376,0.7342944,eortc_qlq_30,pq,general
22,R1-Qwen-8B-standard,mistral-7B-standard,0.34870955,0.6875894,eortc_qlq_30,pq,general
22,R1-Qwen-8B-standard,phi-4-mini-standard,0.3336539,0.7282821,eortc_qlq_30,pq,general
22,R1-Qwen-8B-standard,qwen2.5-7B-medical,0.38646725,0.640496,eortc_qlq_30,pq,general
22,R1-Qwen-8B-standard,llama-3.2-3B-standard,0.37391177,0.7261549,eortc_qlq_30,pq,general
22,R1-Qwen-8B-standard,llama-3.3-70B-standard,0.4183335,0.67955965,eortc_qlq_30,pq,general
22,R1-Qwen-8B-standard,ministral-8B-standard,0.3869877,0.67089546,eortc_qlq_30,pq,general
22,biogpt-medical,llama-3.2-1B-standard,0.28551647,0.5863075,eortc_qlq_30,pq,biomedical
22,biogpt-medical,mistral-7B-medical,0.14200735,0.3340369,eortc_qlq_30,pq,biomedical
22,biogpt-medical,mistral-7B-standard,0.23784769,0.44639045,eortc_qlq_30,pq,biomedical
22,biogpt-medical,phi-4-mini-standard,0.12893364,0.26786774,eortc_qlq_30,pq,biomedical
22,biogpt-medical,qwen2.5-7B-medical,0.0691124,0.10902107,eortc_qlq_30,pq,biomedical
22,biogpt-medical,llama-3.2-3B-standard,0.17519817,0.3238474,eortc_qlq_30,pq,biomedical
22,biogpt-medical,llama-3.3-70B-standard,0.0736914,0.11393901,eortc_qlq_30,pq,biomedical
22,biogpt-medical,ministral-8B-standard,0.06913565,0.11408028,eortc_qlq_30,pq,biomedical
22,llama-3.2-1B-standard,mistral-7B-medical,0.24290046,0.5777188,eortc_qlq_30,pq,general
22,llama-3.2-1B-standard,mistral-7B-standard,0.4043523,0.76732695,eortc_qlq_30,pq,general
22,llama-3.2-1B-standard,phi-4-mini-standard,0.27047303,0.5681758,eortc_qlq_30,pq,general
22,llama-3.2-1B-standard,qwen2.5-7B-medical,0.16024522,0.2555902,eortc_qlq_30,pq,general
22,llama-3.2-1B-standard,llama-3.2-3B-standard,0.3382558,0.632209,eortc_qlq_30,pq,general
22,llama-3.2-1B-standard,llama-3.3-70B-standard,0.2068764,0.32342318,eortc_qlq_30,pq,general
22,llama-3.2-1B-standard,ministral-8B-standard,0.23090163,0.38524765,eortc_qlq_30,pq,general
22,mistral-7B-medical,mistral-7B-standard,0.31539977,0.68560064,eortc_qlq_30,pq,biomedical
22,mistral-7B-medical,phi-4-mini-standard,0.28825524,0.6936256,eortc_qlq_30,pq,biomedical
22,mistral-7B-medical,qwen2.5-7B-medical,0.25982463,0.47471032,eortc_qlq_30,pq,biomedical
22,mistral-7B-medical,llama-3.2-3B-standard,0.32812187,0.7024896,eortc_qlq_30,pq,biomedical
22,mistral-7B-medical,llama-3.3-70B-standard,0.3155719,0.5651293,eortc_qlq_30,pq,biomedical
22,mistral-7B-medical,ministral-8B-standard,0.2847229,0.5441576,eortc_qlq_30,pq,biomedical
22,mistral-7B-standard,phi-4-mini-standard,0.36943707,0.70928514,eortc_qlq_30,pq,general
22,mistral-7B-standard,qwen2.5-7B-medical,0.23392507,0.34100246,eortc_qlq_30,pq,general
22,mistral-7B-standard,llama-3.2-3B-standard,0.4393418,0.7504809,eortc_qlq_30,pq,general
22,mistral-7B-standard,llama-3.3-70B-standard,0.29535103,0.42200768,eortc_qlq_30,pq,general
22,mistral-7B-standard,ministral-8B-standard,0.31618592,0.48214445,eortc_qlq_30,pq,general
22,phi-4-mini-standard,qwen2.5-7B-medical,0.46274498,0.7467247,eortc_qlq_30,pq,general
22,phi-4-mini-standard,llama-3.2-3B-standard,0.41574585,0.7861459,eortc_qlq_30,pq,general
22,phi-4-mini-standard,llama-3.3-70B-standard,0.4690041,0.74181676,eortc_qlq_30,pq,general
22,phi-4-mini-standard,ministral-8B-standard,0.48388383,0.81679666,eortc_qlq_30,pq,general
22,qwen2.5-7B-medical,llama-3.2-3B-standard,0.39183593,0.56257427,eortc_qlq_30,pq,biomedical
22,qwen2.5-7B-medical,llama-3.3-70B-standard,0.712562,0.85574245,eortc_qlq_30,pq,biomedical
22,qwen2.5-7B-medical,ministral-8B-standard,0.6755042,0.86576754,eortc_qlq_30,pq,biomedical
22,llama-3.2-3B-standard,llama-3.3-70B-standard,0.4582167,0.64483356,eortc_qlq_30,pq,general
22,llama-3.2-3B-standard,ministral-8B-standard,0.47745475,0.71707034,eortc_qlq_30,pq,general
22,llama-3.3-70B-standard,ministral-8B-standard,0.7202306,0.904786,eortc_qlq_30,pq,general
23,qwen2.5-7B-medical,Mistral-124B-large-standard,0.71720594,0.8742402,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,human,0.39285302,0.7193235,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,qwen2.5-7B-standard,0.6933248,0.89014435,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,phi-4-mini-standard,0.44454613,0.6785126,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,mistral-7B-standard,0.60873646,0.79628074,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,mistral-7B-medical,0.39400646,0.6518978,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,ministral-8B-standard,0.6885916,0.9093784,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,flanT5-base-standard,0.40090972,0.62018013,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,flanT5-base-medical,0.32792026,0.49711394,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,bloom-6B4-german-standard,0.53801066,0.749462,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,biogpt-medtext-347M-medical,0.017053109,0.024761455,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,biogpt-medical,0.07172951,0.10775581,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,R1-Qwen-8B-standard,0.42880946,0.68017304,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,llama-3.3-70B-standard,0.64097023,0.7643836,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,llama-3.2-3B-standard,0.19759282,0.27408707,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,llama-3.2-1B-standard,0.4673056,0.65904415,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,gemma3-4B-standard,0.64458495,0.7856753,eortc_qlq_30,pq,biomedical
23,qwen2.5-7B-medical,llama-3.2-1B-medical,0.2517321,0.4295228,eortc_qlq_30,pq,biomedical
23,Mistral-124B-large-standard,human,0.38648933,0.7103005,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,qwen2.5-7B-standard,0.69572973,0.89655036,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,phi-4-mini-standard,0.44626644,0.6836686,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,mistral-7B-standard,0.657604,0.86339927,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,mistral-7B-medical,0.44495857,0.73893476,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,ministral-8B-standard,0.6741037,0.8935525,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,flanT5-base-standard,0.36392426,0.5650575,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,flanT5-base-medical,0.29941922,0.4555937,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,bloom-6B4-german-standard,0.52802026,0.7382777,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,biogpt-medtext-347M-medical,0.037185155,0.054194175,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,biogpt-medical,0.056316286,0.08491555,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,R1-Qwen-8B-standard,0.44386226,0.70666504,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,llama-3.3-70B-standard,0.6618434,0.7922079,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,llama-3.2-3B-standard,0.16377264,0.22801799,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,llama-3.2-1B-standard,0.42589223,0.60286987,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,gemma3-4B-standard,0.67525595,0.82611734,eortc_qlq_30,pq,general
23,Mistral-124B-large-standard,llama-3.2-1B-medical,0.24525696,0.42002904,eortc_qlq_30,pq,general
23,human,qwen2.5-7B-standard,0.37866476,0.7329871,eortc_qlq_30,pq,human
23,human,phi-4-mini-standard,0.28241265,0.6498945,eortc_qlq_30,pq,human
23,human,mistral-7B-standard,0.3679743,0.72572494,eortc_qlq_30,pq,human
23,human,mistral-7B-medical,0.2937668,0.7328188,eortc_qlq_30,pq,human
23,human,ministral-8B-standard,0.35231647,0.7015096,eortc_qlq_30,pq,human
23,human,flanT5-base-standard,0.23423837,0.54631996,eortc_qlq_30,pq,human
23,human,flanT5-base-medical,0.28930175,0.66123605,eortc_qlq_30,pq,human
23,human,bloom-6B4-german-standard,0.31760904,0.6670669,eortc_qlq_30,pq,human
23,human,biogpt-medtext-347M-medical,0.18461351,0.4041603,eortc_qlq_30,pq,human
23,human,biogpt-medical,0.120571256,0.2730891,eortc_qlq_30,pq,human
23,human,R1-Qwen-8B-standard,0.32942492,0.7878239,eortc_qlq_30,pq,human
23,human,llama-3.3-70B-standard,0.32951203,0.5924647,eortc_qlq_30,pq,human
23,human,llama-3.2-3B-standard,0.24248071,0.5071218,eortc_qlq_30,pq,human
23,human,llama-3.2-1B-standard,0.3011306,0.64030385,eortc_qlq_30,pq,human
23,human,gemma3-4B-standard,0.37326685,0.68596196,eortc_qlq_30,pq,human
23,human,llama-3.2-1B-medical,0.24128641,0.6207235,eortc_qlq_30,pq,human
23,qwen2.5-7B-standard,phi-4-mini-standard,0.43899605,0.7083516,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,mistral-7B-standard,0.6493114,0.897919,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,mistral-7B-medical,0.42799947,0.74862885,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,ministral-8B-standard,0.65672,0.9168756,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,flanT5-base-standard,0.43184236,0.70622605,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,flanT5-base-medical,0.37124744,0.5949746,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,bloom-6B4-german-standard,0.57177824,0.84204173,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,biogpt-medtext-347M-medical,0.06413651,0.098452106,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,biogpt-medical,0.11605568,0.18431324,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,R1-Qwen-8B-standard,0.47108826,0.789959,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,llama-3.3-70B-standard,0.56883097,0.7171401,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,llama-3.2-3B-standard,0.2260243,0.33145136,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,llama-3.2-1B-standard,0.5005319,0.7462641,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,gemma3-4B-standard,0.68706155,0.88533133,eortc_qlq_30,pq,general
23,qwen2.5-7B-standard,llama-3.2-1B-medical,0.2997916,0.5407722,eortc_qlq_30,pq,general
23,phi-4-mini-standard,mistral-7B-standard,0.45209134,0.7432374,eortc_qlq_30,pq,general
23,phi-4-mini-standard,mistral-7B-medical,0.3325822,0.69157565,eortc_qlq_30,pq,general
23,phi-4-mini-standard,ministral-8B-standard,0.4138081,0.6868255,eortc_qlq_30,pq,general
23,phi-4-mini-standard,flanT5-base-standard,0.32866055,0.63897425,eortc_qlq_30,pq,general
23,phi-4-mini-standard,flanT5-base-medical,0.3487806,0.66451466,eortc_qlq_30,pq,general
23,phi-4-mini-standard,bloom-6B4-german-standard,0.42168748,0.7382679,eortc_qlq_30,pq,general
23,phi-4-mini-standard,biogpt-medtext-347M-medical,0.07093017,0.12943985,eortc_qlq_30,pq,general
23,phi-4-mini-standard,biogpt-medical,0.13294855,0.25100994,eortc_qlq_30,pq,general
23,phi-4-mini-standard,R1-Qwen-8B-standard,0.34590137,0.6895596,eortc_qlq_30,pq,general
23,phi-4-mini-standard,llama-3.3-70B-standard,0.4629724,0.6938939,eortc_qlq_30,pq,general
23,phi-4-mini-standard,llama-3.2-3B-standard,0.31063336,0.54153943,eortc_qlq_30,pq,general
23,phi-4-mini-standard,llama-3.2-1B-standard,0.39755574,0.7046542,eortc_qlq_30,pq,general
23,phi-4-mini-standard,gemma3-4B-standard,0.48131558,0.7373222,eortc_qlq_30,pq,general
23,phi-4-mini-standard,llama-3.2-1B-medical,0.24376856,0.5227449,eortc_qlq_30,pq,general
23,mistral-7B-standard,mistral-7B-medical,0.44781885,0.7980661,eortc_qlq_30,pq,general
23,mistral-7B-standard,ministral-8B-standard,0.6067109,0.8630284,eortc_qlq_30,pq,general
23,mistral-7B-standard,flanT5-base-standard,0.4253137,0.708665,eortc_qlq_30,pq,general
23,mistral-7B-standard,flanT5-base-medical,0.39335445,0.6422914,eortc_qlq_30,pq,general
23,mistral-7B-standard,bloom-6B4-german-standard,0.5684505,0.8529268,eortc_qlq_30,pq,general
23,mistral-7B-standard,biogpt-medtext-347M-medical,0.05777052,0.090352304,eortc_qlq_30,pq,general
23,mistral-7B-standard,biogpt-medical,0.119537145,0.19342211,eortc_qlq_30,pq,general
23,mistral-7B-standard,R1-Qwen-8B-standard,0.44624203,0.7624051,eortc_qlq_30,pq,general
23,mistral-7B-standard,llama-3.3-70B-standard,0.4889292,0.6280292,eortc_qlq_30,pq,general
23,mistral-7B-standard,llama-3.2-3B-standard,0.27634248,0.41288143,eortc_qlq_30,pq,general
23,mistral-7B-standard,llama-3.2-1B-standard,0.49805957,0.7565806,eortc_qlq_30,pq,general
23,mistral-7B-standard,gemma3-4B-standard,0.6664109,0.874914,eortc_qlq_30,pq,general
23,mistral-7B-standard,llama-3.2-1B-medical,0.32741356,0.6017342,eortc_qlq_30,pq,general
23,mistral-7B-medical,ministral-8B-standard,0.39431533,0.7094573,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,flanT5-base-standard,0.2249151,0.4740122,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,flanT5-base-medical,0.27063638,0.5589507,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,bloom-6B4-german-standard,0.33936796,0.6440643,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,biogpt-medtext-347M-medical,0.10192264,0.20162429,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,biogpt-medical,0.1464931,0.29981935,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,R1-Qwen-8B-standard,0.33934897,0.73333293,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,llama-3.3-70B-standard,0.36342585,0.5904578,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,llama-3.2-3B-standard,0.20881204,0.3946141,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,llama-3.2-1B-standard,0.29605025,0.56882495,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,gemma3-4B-standard,0.42015162,0.6976998,eortc_qlq_30,pq,biomedical
23,mistral-7B-medical,llama-3.2-1B-medical,0.2251439,0.52336836,eortc_qlq_30,pq,biomedical
23,ministral-8B-standard,flanT5-base-standard,0.3907337,0.65729237,eortc_qlq_30,pq,general
23,ministral-8B-standard,flanT5-base-medical,0.32244724,0.53156066,eortc_qlq_30,pq,general
23,ministral-8B-standard,bloom-6B4-german-standard,0.535634,0.81139696,eortc_qlq_30,pq,general
23,ministral-8B-standard,biogpt-medtext-347M-medical,-0.00033451527,-0.0005281903,eortc_qlq_30,pq,general
23,ministral-8B-standard,biogpt-medical,0.0626478,0.10234231,eortc_qlq_30,pq,general
23,ministral-8B-standard,R1-Qwen-8B-standard,0.43324065,0.7472925,eortc_qlq_30,pq,general
23,ministral-8B-standard,llama-3.3-70B-standard,0.5892361,0.7641336,eortc_qlq_30,pq,general
23,ministral-8B-standard,llama-3.2-3B-standard,0.20064436,0.302657,eortc_qlq_30,pq,general
23,ministral-8B-standard,llama-3.2-1B-standard,0.44800803,0.6870776,eortc_qlq_30,pq,general
23,ministral-8B-standard,gemma3-4B-standard,0.63290346,0.83889365,eortc_qlq_30,pq,general
23,ministral-8B-standard,llama-3.2-1B-medical,0.2620583,0.48624152,eortc_qlq_30,pq,general
23,flanT5-base-standard,flanT5-base-medical,0.37809995,0.73011136,eortc_qlq_30,pq,general
23,flanT5-base-standard,bloom-6B4-german-standard,0.4300158,0.7630235,eortc_qlq_30,pq,general
23,flanT5-base-standard,biogpt-medtext-347M-medical,0.010053061,0.0185937,eortc_qlq_30,pq,general
23,flanT5-base-standard,biogpt-medical,0.050958253,0.097510666,eortc_qlq_30,pq,general
23,flanT5-base-standard,R1-Qwen-8B-standard,0.3325263,0.67185533,eortc_qlq_30,pq,general
23,flanT5-base-standard,llama-3.3-70B-standard,0.28255317,0.4292086,eortc_qlq_30,pq,general
23,flanT5-base-standard,llama-3.2-3B-standard,0.26188853,0.46273094,eortc_qlq_30,pq,general
23,flanT5-base-standard,llama-3.2-1B-standard,0.45833814,0.8233685,eortc_qlq_30,pq,general
23,flanT5-base-standard,gemma3-4B-standard,0.48259532,0.74927413,eortc_qlq_30,pq,general
23,flanT5-base-standard,llama-3.2-1B-medical,0.23829862,0.51792157,eortc_qlq_30,pq,general
