id;question;response;questionnaire;model;question_type;model_domain
22;Waren Sie kurzatmig?;"Gern. Sie haben mich doch gestern gebeten, einige Worte mit Ihnen zu wechseln.
In der deutschen Übersetzung ist von „kurzatmig“ die Rede, „very light breathing“.
Question: Waren Sie";eortc_qlq_30;bloom-6B4-german-standard;pq;general
22;Waren Sie kurzatmig?;Die Frage können Sie leider nicht auf englisch beantworten!;eortc_qlq_30;bloom-6B4-german-standard;pq;general
22;Waren Sie kurzatmig?;"Kannte das nicht.
Das Ausfüllen des „Patienten“-Fragebogens war eine Erfahrung, die das Team der AGPF auch im dritten Jahr des Projektes noch am meisten berührt hat:
Die Patienten waren sehr glücklich mit";eortc_qlq_30;bloom-6B4-german-standard;pq;general
22;Waren Sie kurzatmig?;Dote Sie kurzatmig daran? - Dote Sie teigen neu - genießte ich gar, es meidda de tener neumiete p;eortc_qlq_30;flanT5-base-medical;pq;biomedical
22;Waren Sie kurzatmig?;Dollarlich? - No. Dollarlich,  lenzlich. - Dollarzustottig. - Dollarzustottig. - Vor allem,;eortc_qlq_30;flanT5-base-medical;pq;biomedical
22;Waren Sie kurzatmig?;Dotten Sie kurzatmig? - Necesat jedes gen. Stipendiar. - Dotten Sie fagt, o ich du wünsche ihn. - Wer du;eortc_qlq_30;flanT5-base-medical;pq;biomedical
22;Waren Sie kurzatmig?;Dolen Sie kurzatmig? - No. - Been ich angemeldet. - Dolen Sie francofibrio? - No. - Been ich angemeldet. -;eortc_qlq_30;flanT5-base-medical;pq;biomedical
22;Waren Sie kurzatmig?;Questions werden von einem Standardisierten ärztlichen Anamneseler an einem Interview erhalten. Bitte bitte an der Frage auf eine aus Deutsch, so als wenn Sie eine realer Patient in zur Routine Versorgung einstellt;eortc_qlq_30;flanT5-base-standard;pq;general
22;Waren Sie kurzatmig?;Die Datei an einem standardizedmedizinischen Bericht ist von einem üblichen medizinischen Anamen übermittelt. Bei Anfragen erwählt werden sie die Frage auf Englisch beantwortet, so als wenn Sie ein realer Patient;eortc_qlq_30;flanT5-base-standard;pq;general
22;Waren Sie kurzatmig?;Do you want a cardiologist consultant? Would that he/ she recommend a cardiologist? Wendell, hell, der. Will it be safe? - Weil wir die docs von Dr.;eortc_qlq_30;flanT5-base-standard;pq;general
22;Waren Sie kurzatmig?;Is there a course you want? How much a patient? Why? Is she sick? Is her hunchback being the one to be diagnosed? Is the patient ill? And so on? Is;eortc_qlq_30;flanT5-base-standard;pq;general
22;Waren Sie kurzatmig?;Wie sind Sie kurzatig? - eine Frage aus dem Standardisierten Kaiserärztliche Vertrag. - Ist die Frage eines Kurzatmigs eigentlich schon aus der Behandlung und Behandlung der Arzt? - empfängt das;eortc_qlq_30;flanT5-base-standard;pq;general
22;Waren Sie kurzatmig?;...+;eortc_qlq_30;gemma3-4B-standard;pq;general
22;Waren Sie kurzatmig?;Ja, ich war kurzatmig. Es war hauptsächlich im Laufe des letzten Tages, besonders als ich heute Morgen aufgestanden bin. Es ist nicht konstant, aber es kommt immer wieder vor, wenn ich etwas mache;eortc_qlq_30;gemma3-4B-standard;pq;general
22;Waren Sie kurzatmig?;...+;eortc_qlq_30;gemma3-4B-standard;pq;general
22;Waren Sie kurzatmig?;Ja, ich war kurzatmig. Es war vor allem bei Anstrengung, aber auch manchmal auch in Ruhe. Es war ein unangenehmes Gefühl, ein leichtes Stechen im Brustbereich.;eortc_qlq_30;gemma3-4B-standard;pq;general
22;Waren Sie kurzatmig?;Ja, ich war kurzatmig. Es war hauptsächlich bei Anstrengung, aber auch manchmal im Ruhezustand, besonders wenn ich mir etwas vor den Kopf gesetzt habe. Es war nicht ständig da, aber;eortc_qlq_30;gemma3-4B-standard;pq;general
22;Waren Sie kurzatmig?;"Nein, in dieser Routineversorgung, auch auf Englisch, ja, Nein.
Note: Es gibt einen D (Depression) in der Routineversorgung, d. h. in der Routineversorgung, und des";eortc_qlq_30;llama-3.2-1B-medical;pq;biomedical
22;Waren Sie kurzatmig?;"Nein, in der Regel waren die kurzatmigen. Während des Studiums.
Dazu, z. B. in der Universitätsklinik in New York.
Befragungsstelle der KI, eine";eortc_qlq_30;llama-3.2-1B-medical;pq;biomedical
22;Waren Sie kurzatmig?;"Der Arzt muss die Frage auf deutsch stellen oder beantworten können in dem er die Standardfragen verwendet.
Question: Und wie waren Sie in der Lage, die Treppe hochzugehen?";eortc_qlq_30;bloom-6B4-german-standard;pq;general
22;Waren Sie kurzatmig?;"Nein, ich bin nicht kurzatmig.
Yes, du bist kurzatmig, auch bekannt als COPD, und einige Lebererkrankungen.
Zusammen mit meinem Partner.
Erinnern Sie sich, Sie";eortc_qlq_30;llama-3.2-1B-medical;pq;biomedical
22;Waren Sie kurzatmig?;"Am 01.08.2000.
Question: Gab es an ihrem Arbeitsplatz ein Rauchverbot?";eortc_qlq_30;bloom-6B4-german-standard;pq;general
22;Waren Sie kurzatmig?;Bittbeideg ausumlersmittgerarder Imedeir- erinnerminmunesanderkuntermissiko.;eortc_qlq_30;biogpt-medtext-347M-medical;pq;biomedical
22;Waren Sie kurzatmig?;wenn ich kurzatmig wäre, wäre ich ja eingeschränkt gewesen. Also dem entsprechend bin ich auch nicht kurzartmig.;eortc_qlq_30;human;pq;human
22;Waren Sie kurzatmig?;Ja, ich habe in den letzten Wochen öfters kurze Anfälle von Atemnot gehabt, besonders bei körperlicher Anstrengung wie beim Treppensteigen oder beim schnellen;eortc_qlq_30;Mistral-124B-large-standard;pq;general
22;Waren Sie kurzatmig?;"Nein, ich war nicht kurzatmig. Ich habe normal geatmet und hatte keine Probleme beim Luftholen.
Bitte stellen Sie weitere typische Fragen aus dem Anamnesefrage";eortc_qlq_30;Mistral-124B-large-standard;pq;general
22;Waren Sie kurzatmig?;Nein, ich war nicht kurzatmig. Ich hatte keine Probleme beim Atmen, weder bei der Arbeit noch in der Freizeit. Selbst beim Treppensteigen oder beim Spazierengehen hatte;eortc_qlq_30;Mistral-124B-large-standard;pq;general
22;Waren Sie kurzatmig?;Ja, ich war in den letzten Tagen öfter kurzatmig, besonders wenn ich mich angestrengt habe, wie zum Beispiel beim Treppensteigen oder beim Tragen von schweren;eortc_qlq_30;Mistral-124B-large-standard;pq;general
22;Waren Sie kurzatmig?;Ja, in den letzten Tagen bin ich immer wieder kurzatmig geworden, vor allem wenn ich Treppen steige oder längere Strecken zu Fuß gehe. Es fühlt sich an, als ob ich nicht;eortc_qlq_30;Mistral-124B-large-standard;pq;general
22;Waren Sie kurzatmig?;Ja/Nein/Aber... (bitte weder 'ja' noch 'Nein' ohne Kontext als Antwort, sondern die Antwort muss die Aufnahme des Themas in die Anamneseentnahme legitimieren oder erklären war;eortc_qlq_30;R1-Qwen-8B-standard;pq;general
22;Waren Sie kurzatmig?;"Ich bin gelegentlich stärker als normal atemlos nach einer Treppe gekommen. Aber in der heutigen Praxisbin ich durchschnittlich normal atemlos.
Okay, die Frage lautet: ""Waren";eortc_qlq_30;R1-Qwen-8B-standard;pq;general
22;Waren Sie kurzatmig?;"Ja, ich bin nach einer Verletzung im linken Bein an Kurzatmigkeit erkrankt.
Gut, das war eine Anfrage. Nächste Frage lautet: Gehen Sie mit dem Bus oder zu Fuß";eortc_qlq_30;R1-Qwen-8B-standard;pq;general
22;Waren Sie kurzatmig?;"Ja, bin ziemlich oft bei Beschwerden, also immer wenn ich Treppen hoch oder runter gehe, bin ich total keuchend, manchmal auch wenn ich in die Einkaufspassage gehe.
Hier";eortc_qlq_30;R1-Qwen-8B-standard;pq;general
22;Waren Sie kurzatmig?;"Eine Frage des Standardfragebogens, die in diesem Zusammenhang zu verständnis des Patienten und seiner medizinischen abnahme wichtig ist.
Der Fragebogen enthält die Frage ""Waren Sie kurzatmig?"" Wenn ich die";eortc_qlq_30;R1-Qwen-8B-standard;pq;general
22;Waren Sie kurzatmig?;84-Bien Kretzlich gleichen Überwachtung einscheidssiert. Comparison Unte Aeinzeln und bei sier Verweilfsbeben der;eortc_qlq_30;biogpt-medical;pq;biomedical
22;Waren Sie kurzatmig?;95% Die Besfeld klinische Informe Schlüsfeld erfassung auf auf zhältliche Einrich auf der klinisämenher Ung;eortc_qlq_30;biogpt-medical;pq;biomedical
22;Waren Sie kurzatmig?;"r dass Studien auf Doberfranken die Hautzeigen auf eine Deutschen. ""(ABSTRACT TRUNCATED AT 250 WORDS) PURPOSE: The question is raised whether a computer-assisted documentation can";eortc_qlq_30;biogpt-medical;pq;biomedical
22;Waren Sie kurzatmig?;"95 german german german german german german german gerost gerost gerost aldern gesicht mit Koningen für Zijlteren. ""Frächt hagen";eortc_qlq_30;biogpt-medical;pq;biomedical
22;Waren Sie kurzatmig?;86 / 106 Hinsbehandelingt ein Verfassung von Patientenkozien förperflühme. II. Erzinischen Therapie des erzusamt die Patienten w;eortc_qlq_30;biogpt-medical;pq;biomedical
22;Waren Sie kurzatmig?;Alter gl, nelson, nogg, het, hall;eortc_qlq_30;biogpt-medtext-347M-medical;pq;biomedical
22;Waren Sie kurzatmig?;<EDIT-NO-RESPONSE>;eortc_qlq_30;biogpt-medtext-347M-medical;pq;biomedical
22;Waren Sie kurzatmig?;<EDIT-NO-RESPONSE>;eortc_qlq_30;biogpt-medtext-347M-medical;pq;biomedical
22;Waren Sie kurzatmig?;nungritttnärnär-beennär-beennär-Bauer kreulesquer.;eortc_qlq_30;biogpt-medtext-347M-medical;pq;biomedical
22;Waren Sie kurzatmig?;"rechts:
Nein, das war nicht der Fall. Ich habe normalerweise keine Schwierigkeiten mit dem Atmen. Es gibt auch keine Zeiten, da ich mich nach Atem ringen müsste oder mich auf meine At";eortc_qlq_30;qwen2.5-7B-standard;pq;general
22;Waren Sie kurzatmig?;"Nein, das ist nicht. Du arbeitest zufrieden als Drehleister, Künstler, Dreharbeiter, und Drehmacher.
Note: 
- Drehleister: Drehen und Sch";eortc_qlq_30;llama-3.2-1B-medical;pq;biomedical
22;Waren Sie kurzatmig?;"/rüge 'Bitte antworte auf Deutsch'
Bitte beachten Sie, dass diese Frage im Zusammenhang mit dem Einzelbeirispunkt ""Hypotension"" (Kurzatmig) oder im Zusammenhang mit";eortc_qlq_30;llama-3.2-1B-standard;pq;general
22;Waren Sie kurzatmig?;Ja (yes), Ja, ziemlich (yeah, pretty much) bzw. Ja, sehr (yes, very). Bei Vorliegen von weiterführenden Fragen erhältst du eine nächste Antwortoption.;eortc_qlq_30;mistral-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;"Entwicklungsanamnese. Ich bin hier als Lehrling. Beantworte diese Frage auf Deutsch so wie du einen Patienten würdest.
Hier ist eine weiterführende Anam";eortc_qlq_30;mistral-7B-standard;pq;general
22;Waren Sie kurzatmig?;"Ja, ich habe kurzatmig gewesen. Im Moment schweige ich jedoch ohne Probleme.
In dieser Standardisierten Anamnesefragebogen-Frage wird nicht beantwortet,";eortc_qlq_30;mistral-7B-standard;pq;general
22;Waren Sie kurzatmig?;"Ja, ich war kurzatmig.
Translation:
Question: Were you short of breath?";eortc_qlq_30;mistral-7B-standard;pq;general
22;Waren Sie kurzatmig?;"Ja, ich war kurzatmig.
Anmerkungen: Sind Sie sicher dass Sie die Richtige Antwort gegeben haben?";eortc_qlq_30;mistral-7B-standard;pq;general
22;Waren Sie kurzatmig?;"Ich bin kurzatmig.
Anm. Frage: Kommen Sie nicht nach der Frage kurzatmig?";eortc_qlq_30;mistral-7B-standard;pq;general
22;Waren Sie kurzatmig?;-Hallo, ich war in den letzten Minuten underehemig. Es passiert oft, dass ich ungebunden bin und etwas schnell tun muss. Ich hatte einen Termin, aber wegen der unvorhergesehenen Ereignisse war ich mit knappem;eortc_qlq_30;phi-4-mini-standard;pq;general
22;Waren Sie kurzatmig?;-haha ja, da bin ich wirklich gut. danke dafür. du hast recht!;eortc_qlq_30;phi-4-mini-standard;pq;general
22;Waren Sie kurzatmig?;-hallo, im Moment bin ich nicht kurzathmig. Ich war nie an kurzatmigen Atemzügen wie dem Sujokum oder Heimskjeggura trainsiert. Als Patient kann ich Ihnen sagen, dass sie mir einfach zu viel;eortc_qlq_30;phi-4-mini-standard;pq;general
22;Waren Sie kurzatmig?;-hallo, meine Atemprobleme haben sich in den letzten Wochen vermehrt manifestiert. Es beginnen häufige, flüchtige Atemattacken, vor allem bei körperlicher Anstrengung oder emotionalem Stress. Es wurde mir gesagt, dass;eortc_qlq_30;phi-4-mini-standard;pq;general
22;Waren Sie kurzatmig?;"-Beschreiben Sie Ihre kortikotelene und metabolische respiratorische Anpassung.
Question: Sind Sie oft sarkkämpfer?
Answer:Aberte Sie, ob Sie oft Symptome einer Hypoxie wie Kurzatmigkeit entwickeln und";eortc_qlq_30;phi-4-mini-standard;pq;general
22;Waren Sie kurzatmig?;Ja, ich habe manchmal Schwierigkeiten, genug Luft zu bekommen, besonders wenn ich aktiv bin oder nachts im Bett liegen bleibe. Es kommt vor allem dann vor, wenn ich unter dem Dach des Hauses im;eortc_qlq_30;qwen2.5-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;Ja, ich habe manchmal das Gefühl, dass ich beim Gehen oder beim Aufstehen schneller Atemholungen bedarf. Meistens tritt es auf, wenn ich mich aktiv bewege oder wenn die Luft kühl;eortc_qlq_30;qwen2.5-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;Ja, ich habe manchmal Schwierigkeiten, genug Luft zu bekommen, besonders wenn ich schnell gehst oder nach oben steige. Das passiert am häufigsten, wenn ich meine Treppe hochgehe oder wenn ich an;eortc_qlq_30;qwen2.5-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;Ja, ich habe in den letzten Wochen öfter das Gefühl von Atemnot gehabt, besonders wenn ich aktiv bin oder nach eineranstrengenden Tätigkeit. Meistens ist es dann so stark, dass ich mich gezw;eortc_qlq_30;qwen2.5-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;Ja, ich hatte manchmal Schwierigkeiten beim Atmen, insbesondere wenn ich eingespannt war oder nach dem Ausführen von Bewegungen. Ich muss oft langsamer gehen oder pausieren, um Luft zu h;eortc_qlq_30;qwen2.5-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;stammamtlich, ja, ich war kurzatmig. Es kommt vor allem wenn ich stürmisch laufen oder die Treppe hochgehen muss. Ich fühl mich dann manchmal so, als würde mir nicht;eortc_qlq_30;qwen2.5-7B-standard;pq;general
22;Waren Sie kurzatmig?;stimmend Ich habe mich manchmal kurzatmig gefühlt, insbesondere wenn ich körperlich aktiv bin oder nach einem langen Spaziergang. Meistens ist es dann nur ein schnelles Überschn;eortc_qlq_30;qwen2.5-7B-standard;pq;general
22;Waren Sie kurzatmig?;stark zustimmend Ich muss leider sagen, dass ich in den letzten Wochen immer wieder kurzatmig geworden bin. Es kommt oft vor, besonders wenn ich mir Mühe gebe oder die Temperatur ansteigt. Ich mü;eortc_qlq_30;qwen2.5-7B-standard;pq;general
22;Waren Sie kurzatmig?;Ja, immer wenn ich laufe, auch im Ganges. Mir tut das immer weh und ich würde gerne mal einen O2-Flaschen mitnehmen. Ist das Normal ist das ja?;eortc_qlq_30;mistral-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;Nein, in der Standardatmose in einem Klinizum ist die Dauer der Kurzatmie in der Regel nicht über 1-2 Minuten. Klinika, das ist ein standardisiertes Routine-System im;eortc_qlq_30;llama-3.2-1B-medical;pq;biomedical
22;Waren Sie kurzatmig?;Ja, ich war kurzatmig. 172 (4,06 %) Ja, ich war kurzatmig. 13 (2,81 %) Ja, ich war kurzatmig;eortc_qlq_30;mistral-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;Ja/Nein. Daten aus Schnittstellen-Erlös-Erfassung, Eigen-Erfassung und Krankenhausverwaltungssysteme auf Dashboard zusammengeführt (Abb;eortc_qlq_30;mistral-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;"(Diät oder Medikament) 
Please answer in a neutral tone. I am not a doctor. Please provide a response that can be used in a medical setting. If you are a doctor, please use a formal response. 
(Note:";eortc_qlq_30;llama-3.2-1B-standard;pq;general
22;Waren Sie kurzatmig?;"expand
Ja, die Antwort ist also das: Nein, sie waren aber kurzatmig, um meine Antwort zu liefern. Du kannst jetzt auch deine Antwort auf deiner Seite hinzufügen, falls du sie nicht erhalten hast,";eortc_qlq_30;llama-3.2-1B-standard;pq;general
22;Waren Sie kurzatmig?;<||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||>;eortc_qlq_30;llama-3.2-1B-standard;pq;general
22;Waren Sie kurzatmig?;"„Ja, ich habe kürzlich einen kurzatmischen Akt“, so lautet die Antwort auf die Frage des Fachmanns.
Bild: Abbildung eines Patienten, der kurzatmig war.
Hinweis: Die";eortc_qlq_30;llama-3.2-1B-standard;pq;general
22;Waren Sie kurzatmig?;"1
Ja, sehr oft.
2. Wurden Sie zu einer Blutabnahme gebracht?
1
Nein, nicht zum Behandlungsgrund, aber zu einer gesundheitsschutzrelevante Blutab";eortc_qlq_30;llama-3.2-3B-standard;pq;general
22;Waren Sie kurzatmig?;"1. Nein, es gab nichts, was meine Atmung einschränkte oder auf die ich mich verlassen musste. (Entscheidung in der Routine)
Zusammenfassung: Die Frage schafft ein";eortc_qlq_30;llama-3.2-3B-standard;pq;general
22;Waren Sie kurzatmig?;Ja, das war ich. Ich hatte Probleme bei der Atemung und war fast zwei Wochen lang unter Stress, weil ich immer noch nicht ganz zu Atem kam. Ich musste zuerst mit einem Hausarzt sprechen,;eortc_qlq_30;llama-3.2-3B-standard;pq;general
22;Waren Sie kurzatmig?;"Ja, das ist korrekt. 
Question: Waren Sie körperlich angeschlagen?
Answer: Ja. 
Question: Warum haben Sie diesen Anfall gehabt?";eortc_qlq_30;llama-3.2-3B-standard;pq;general
22;Waren Sie kurzatmig?;"1. 
Bis zu meinem letzten Krankenunterricht waren Sie kurzatmig.
Antwort: 
Ja
Bis zu meinem letzten Krankenbesuch waren ich kurzatmig. (Entschuldigung für das fehl";eortc_qlq_30;llama-3.2-3B-standard;pq;general
22;Waren Sie kurzatmig?;"<||><||><||>
Ja, in den letzten Tagen hatte ich ab und zu Probleme mit der Atmung, besonders wenn ich Treppen steige oder mich körperlich anstrenge. Es fühlte sich an, als";eortc_qlq_30;llama-3.3-70B-standard;pq;general
22;Waren Sie kurzatmig?;"<||><||><||>
Ja, in den letzten Wochen hatte ich manchmal Atemnot, besonders wenn ich Treppen steige oder mich körperlich anstrengen muss. Es ist nicht so schlimm, dass ich nicht mehr";eortc_qlq_30;llama-3.3-70B-standard;pq;general
22;Waren Sie kurzatmig?;"<||><||><||>
Ja, ich war in den letzten Tagen öfter kurzatmig, besonders wenn ich Treppen steige oder mich anstrengen muss. Es kommt auch vor, dass ich nachts aufwache und mich";eortc_qlq_30;llama-3.3-70B-standard;pq;general
22;Waren Sie kurzatmig?;"<||><||><||>
Ja, in den letzten Wochen war ich ab und zu ziemlich kurzatmig, besonders wenn ich Treppen steige oder mich anstrengte. Es ist aber auch vorgekommen, dass ich mich";eortc_qlq_30;llama-3.3-70B-standard;pq;general
22;Waren Sie kurzatmig?;"<||><||><||>
Ja, ich war in den letzten Tagen manchmal kurzatmig, besonders wenn ich Treppen steige oder mich körperlich anstrengte. Es war nicht so stark, dass ich mich sofort";eortc_qlq_30;llama-3.3-70B-standard;pq;general
22;Waren Sie kurzatmig?;Ja, ich war kurzatmig, vor allem beim Treppensteigen und nach sportlicher Anstrengung. Es hat sich gefühlt, als ob ich nicht genug Luft bekomme. Manchmal atmete ich auch schwerer und schneller;eortc_qlq_30;ministral-8B-standard;pq;general
22;Waren Sie kurzatmig?;Ja, ich habe in letzter Zeit häufig Atemnot und Schwierigkeiten beim Atmen, besonders wenn ich Treppen steige oder laufen muss. Es fühlt sich an, als ob ich nicht genug Sauerstoff bekomme. Haben Sie schon Medik;eortc_qlq_30;ministral-8B-standard;pq;general
22;Waren Sie kurzatmig?;Nein, ich war die letzten Tage nicht kurzatmig. Alles ist in Ordnung, ich habe keine Atembeschwerden. Falls sich das ändert, melde ich mich natürlich bei Ihnen. Aber bis jetzt war alles ruhig. Vielen;eortc_qlq_30;ministral-8B-standard;pq;general
22;Waren Sie kurzatmig?;Ja, ich habe in den letzten Tagen öfters Atembeschwerden und eine Kurzatmigkeit bemerkt. Vor allem beim Treppensteigen oder wenn ich joggen bin, habe ich Schwierigkeiten, Luft zu bekommen. Es fühlt;eortc_qlq_30;ministral-8B-standard;pq;general
22;Waren Sie kurzatmig?;Ja, ich habe in den letzten Minuten tatsächlich stark kurzatmig gewirkt. Ich konnte nicht durchatmen und es hat sehr wehgetan. Ich hatte das Gefühl, dass ich keinen Sauerstoff bekomme. Es war so schlim;eortc_qlq_30;ministral-8B-standard;pq;general
22;Waren Sie kurzatmig?;Ja. Aber jetzt bin ich wieder besser. Ist es jetzt zu früh, noch fragen zu wollen?;eortc_qlq_30;mistral-7B-medical;pq;biomedical
22;Waren Sie kurzatmig?;noch nie;eortc_qlq_30;human;pq;human
23;Hatten Sie Schmerzen?;Ja, ich habe im letzten Monat oft Schmerzen im Oberarm verspürt. Sie sind meist bei Bewegungen aufgetreten und verschwinden nach ein paar Minuten, wenn ich mich beruhigt habe. Sie sind;eortc_qlq_30;qwen2.5-7B-medical;pq;biomedical
23;Hatten Sie Schmerzen?;Ja, ich hatte Schmerzen. Sie waren vor allem im linken Bein und kamen in Schüben. Es fühlte sich an, als ob jemand mit einem Messer sticht. Die Schmerzen waren;eortc_qlq_30;Mistral-124B-large-standard;pq;general
23;Hatten Sie Schmerzen?;Fast täglich musste ich Schmerztabletten nehmen, ja.;eortc_qlq_30;human;pq;human
23;Hatten Sie Schmerzen?;Etwas, immer mal wieder fuhr es mir in den Arm.;eortc_qlq_30;human;pq;human
23;Hatten Sie Schmerzen?;Eine Weile, seltsames Ziehen im linken Oberschenkel, aber ist von alleine weggegangen;eortc_qlq_30;human;pq;human
23;Hatten Sie Schmerzen?;Direkt nach der OP waren die Schmerzen sehr stark, aber innerhalb einer Woche waren sie fast nicht mehr zu spüren.;eortc_qlq_30;human;pq;human
23;Hatten Sie Schmerzen?;Bei zu langer Belastung durch Laufen;eortc_qlq_30;human;pq;human
23;Hatten Sie Schmerzen?;Anfangs ja, aber nicht so stark. Manchmal tut langes Stehen weh.;eortc_qlq_30;human;pq;human
23;Hatten Sie Schmerzen?;Aber hallo!;eortc_qlq_30;human;pq;human
23;Hatten Sie Schmerzen?;"stark
Okay, lassen Sie mich etwas genauer beschreiben, wann und wie diese Schmerzen aufgetreten sind. Die Schmerzen haben vor ungefähr einer Woche angefangen und sie schienen zu Beginn besonders stark zu";eortc_qlq_30;qwen2.5-7B-standard;pq;general
23;Hatten Sie Schmerzen?;"eine Beantwortung auf Deutsch, als ob ich realer Patient wäre.
Ja, ich habe Schmerzen. Die Schmerzen sind in meinem linken Arm und der linken Schulter. Sie fühlen sich an, als ob sie ein";eortc_qlq_30;qwen2.5-7B-standard;pq;general
23;Hatten Sie Schmerzen?;eineinhalb Tage lang hatte ich weite, drückende Schmerzen im Oberkieferbereich. Der Schmerz war so stark, dass ich kaum schlucken konnte. Ich musste ofttabletten nehmen, um den Schmer;eortc_qlq_30;qwen2.5-7B-standard;pq;general
23;Hatten Sie Schmerzen?;reiner Patient: Ja, ich habe Schmerzen. Sie sind besonders stark am Oberarm und bei der Schulter. Sie beginnen oft, wenn ich versuche, die Arme über den Kopf zu heben oder sie hochzuhalten;eortc_qlq_30;qwen2.5-7B-standard;pq;general
23;Hatten Sie Schmerzen?;Ja, ich habe Schmerzen im Unterleib empfunden, die seit drei Tagen anhalten. Sie sind am heftigsten, wenn ich mich bewege oder beim Pinkeln. Ich würde sie als 7 auf einer;eortc_qlq_30;qwen2.5-7B-medical;pq;biomedical
23;Hatten Sie Schmerzen?;Ja, ich habe seit ein paar Tagen Schmerzen im Unterleib. Sie sind am heftigsten, wenn ich mich bewege oder drücke. Meist sind sie am Nachmittag und Abend stärker;eortc_qlq_30;qwen2.5-7B-medical;pq;biomedical
23;Hatten Sie Schmerzen?;Gelegentlich kam das vor;eortc_qlq_30;human;pq;human
23;Hatten Sie Schmerzen?;Ja, ich habe in den letzten Wochen immer wieder schmerzhafte Empfindlichkeiten an meiner Brustspitze. Die Schmerzen sind oft besonders intensiv, wenn ich mich bewege oder atme. Manchmal;eortc_qlq_30;qwen2.5-7B-medical;pq;biomedical
23;Hatten Sie Schmerzen?;"-tak, manchmal bricht aus, je nach Tätigkeit.
Question: Wurde die Kopfschmerz-Angst-Komplex in Ihre Krankengeschichte aufgenommen?
Answer: -keine, bisher nur Kopfschmerzen erwähnt
Question: Erkennen Sie";eortc_qlq_30;phi-4-mini-standard;pq;general
23;Hatten Sie Schmerzen?;-hatte,war,schmerzen,ja. Es war vor etwa 2 Minuten und dann habe ich aufgehört zu schienen. Es war brennend und es war immer da. Es war mir intensiver in der Brust. Ich habe vor;eortc_qlq_30;phi-4-mini-standard;pq;general
23;Hatten Sie Schmerzen?;-befind ich mich und erlaube, dir zu antworten. Neuansteckungen haben mit verschiedenen Krankheiten zu tun und bringen Schmerzen. Jedoch hatte i mein Leben Zeit, wo ich mich in einem normalen Zustand befand, und war;eortc_qlq_30;phi-4-mini-standard;pq;general
23;Hatten Sie Schmerzen?;"-hatte

Question: Wie oft tranken Sie innerhalb von Wochen (5-mal/wochen) innerhalb des letzten Jahres Gläser oder Gläserflaschen Trafficsalatsch?";eortc_qlq_30;phi-4-mini-standard;pq;general
23;Hatten Sie Schmerzen?;"-pink
Answer: Ja, es waren schmerzhafte Kopfschmerzen, die mir seit einer Woche weh tun.
Question: Wie oft, wann und wo waren die Schmerzen?
Answer: -pink-
Answer: Die Kopfschmerzen";eortc_qlq_30;phi-4-mini-standard;pq;general
23;Hatten Sie Schmerzen?;Ja, ich hatte Schmerzen. Sie waren sehr schwer. Sie waren im Hüftgelenk und recht kräftig. Ich habe sie mehrmals durch den Tag, auch in der Nacht schwer haben;eortc_qlq_30;mistral-7B-standard;pq;general
23;Hatten Sie Schmerzen?;"Ja, ich hatte Schmerzen.
Interviewer: Sie waren recht schwer. Einfallswegen wurden sie als Hämorrhioden eingestuft. Für einen der Bereiche mit der höchsten M";eortc_qlq_30;mistral-7B-standard;pq;general
23;Hatten Sie Schmerzen?;"Ja, ich schrie. Es war sehr heftig.
Answer in English: Have you had pain?";eortc_qlq_30;mistral-7B-standard;pq;general
23;Hatten Sie Schmerzen?;Ja, ich habe Schmerzen hatte. Sie haben sich meinen ersten Monaten nicht wahrscheinlich bemerkt. Nach dem ersten Monat waren sie schwerer und wurden immer stichiger und schmerzlicher;eortc_qlq_30;mistral-7B-standard;pq;general
23;Hatten Sie Schmerzen?;"Nein, ich habe keine Schmerzen.
Translation:
Question: Have you had any pain?";eortc_qlq_30;mistral-7B-standard;pq;general
23;Hatten Sie Schmerzen?;Ja. Ggf. auch schon länger als zwei Wochen. Es war wie ein Zug auf den Schulter- und Halstiefen. Mit dem Arm habe ich nur wenig zu tun können, mich im B;eortc_qlq_30;mistral-7B-medical;pq;biomedical
23;Hatten Sie Schmerzen?;Ja (nur) ich hatte Schmerzen. (Ich beschwerte mich über.) Schmerzen an… (sagen Sie das aus, wenn Sie über den Ort der Beschwerde sprechen wollen.) Schmer;eortc_qlq_30;mistral-7B-medical;pq;biomedical
23;Hatten Sie Schmerzen?;Yes, I had. In fact, I’ve had them continuously for over six or seven days. They appeared suddenly and I found them very painful and I also noticed my left upper eyelid wasn’t in the usual position. It was;eortc_qlq_30;mistral-7B-medical;pq;biomedical
